id_cliente,evasao,genero,idoso,tem_parceiro,tem_dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,valor_total,valor_diario
2790xuymv,False,male,False,False,True,71,True,True,fiber optic,True,True,False,False,False,False,one year,True,credit card automatic,85.45,6028.95,2.85
2791sfvew,False,female,False,False,False,9,True,False,no,False,False,False,False,False,False,month,False,bank transfer automatic,20.15,238.15,0.67
2792lshwx,False,female,False,False,False,1,True,False,fiber optic,True,True,False,True,False,False,month,True,mailed check,83.4,83.4,2.78
2792vppet,False,male,False,False,False,3,True,False,no,False,False,False,False,False,False,month,True,electronic check,20.5,76.95,0.68
2794ximmo,True,male,False,True,False,53,False,False,dsl,False,True,True,True,True,True,one year,True,electronic check,60.45,3184.25,2.02
2796nnufi,False,female,False,True,True,46,True,False,no,False,False,False,False,False,False,two year,True,mailed check,19.95,927.1,0.66
2796uuzzo,False,male,False,True,True,63,True,False,fiber optic,False,True,True,False,False,False,month,True,credit card automatic,80.3,4896.35,2.68
2798nylmz,False,male,False,True,False,71,True,True,fiber optic,True,False,True,True,True,True,two year,True,credit card automatic,108.55,7616.0,3.62
2799arnlo,False,female,True,True,False,5,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,69.35,341.6,2.31
2799tslag,False,female,False,True,True,65,True,True,no,False,False,False,False,False,False,two year,True,bank transfer automatic,25.3,1748.55,0.84
2800qquso,False,male,False,False,False,42,True,True,fiber optic,False,False,False,True,True,True,month,True,electronic check,100.3,4222.95,3.34
2800veqxm,False,female,False,False,False,3,True,False,fiber optic,False,False,True,False,False,False,month,True,mailed check,74.75,238.1,2.49
2801nisei,False,male,False,False,False,24,True,False,dsl,True,False,False,True,False,False,month,False,electronic check,54.95,1348.5,1.83
2804etqdk,False,male,False,False,True,66,True,False,no,False,False,False,False,False,False,two year,False,mailed check,20.55,1357.1,0.69
2805aufqn,False,female,False,False,False,25,True,False,no,False,False,False,False,False,False,two year,False,credit card automatic,19.8,475.2,0.66
2805edjpq,False,female,False,True,True,56,True,True,fiber optic,False,True,True,True,False,True,one year,True,credit card automatic,99.75,5608.4,3.33
2806mlnti,False,male,True,True,False,52,True,True,fiber optic,False,True,True,False,True,True,one year,True,bank transfer automatic,105.1,5376.4,3.5
2808chtdm,False,female,False,True,True,23,True,True,no,False,False,False,False,False,False,two year,False,mailed check,25.1,611.45,0.84
2809ilcyt,False,female,False,True,False,25,True,True,no,False,False,False,False,False,False,one year,True,mailed check,26.8,733.55,0.89
2809zmyoq,False,female,False,False,False,32,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,101.35,3334.9,3.38
2810ftlem,True,female,False,False,False,16,True,False,dsl,True,False,False,False,False,False,month,True,electronic check,50.15,762.25,1.67
2811povex,False,female,True,True,True,23,True,False,fiber optic,False,True,True,False,False,True,month,True,bank transfer automatic,88.45,2130.55,2.95
2812enymo,False,male,False,False,False,26,False,False,dsl,True,False,False,True,True,True,one year,False,credit card automatic,54.55,1362.85,1.82
2812reyat,False,female,False,True,False,49,True,False,no,False,False,False,False,False,False,one year,True,bank transfer automatic,20.05,923.1,0.67
2812sfxmj,False,male,False,False,True,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.05,20.05,0.67
2815cptul,True,male,True,False,False,5,True,False,fiber optic,False,False,False,False,False,False,month,True,mailed check,70.25,331.9,2.34
2817lvcpp,False,female,False,False,False,50,True,False,no,False,False,False,False,False,False,two year,False,credit card automatic,19.4,1023.95,0.65
2817ntqdo,True,male,False,False,False,13,False,False,dsl,True,False,False,True,True,False,month,True,credit card automatic,45.55,597.0,1.52
2819gweni,False,female,False,True,True,28,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.9,543.0,0.66
2821warnz,False,female,False,False,True,49,True,False,no,False,False,False,False,False,False,one year,False,credit card automatic,19.45,921.3,0.65
2823lkabh,False,female,False,False,False,18,True,True,fiber optic,False,False,True,True,False,True,month,True,bank transfer automatic,95.05,1679.4,3.17
2824dxnkn,False,female,False,True,True,72,True,True,dsl,True,False,True,False,True,False,two year,True,bank transfer automatic,71.45,5025.85,2.38
2824myybn,False,female,False,True,True,37,True,True,fiber optic,False,False,False,False,True,True,month,True,electronic check,95.25,3314.15,3.17
2826dxlqo,False,male,True,True,False,7,False,False,dsl,True,False,False,False,False,False,month,False,bank transfer automatic,29.8,220.45,0.99
2826uwhis,False,male,False,True,False,45,True,True,fiber optic,False,True,False,False,False,False,month,False,bank transfer automatic,81.4,3775.85,2.71
2828slqpf,False,male,False,False,False,19,True,False,dsl,False,False,False,False,False,False,month,True,bank transfer automatic,45.0,865.85,1.5
2829hyvzp,False,male,False,False,False,29,True,False,no,False,False,False,False,False,False,one year,True,mailed check,19.8,572.2,0.66
2830lewoa,False,male,False,True,True,61,True,False,fiber optic,False,True,True,True,True,True,one year,False,credit card automatic,103.9,6449.15,3.46
2831ebwrn,False,male,False,False,False,4,True,False,dsl,False,False,False,False,False,False,month,True,electronic check,45.9,199.75,1.53
2832kjcrd,False,female,False,False,False,38,True,True,fiber optic,False,False,True,True,True,True,month,True,electronic check,103.65,3988.5,3.46
2832scuco,False,female,False,False,False,2,True,False,no,False,False,False,False,False,False,month,False,electronic check,19.9,57.4,0.66
2833slkdq,True,male,False,False,False,1,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,45.05,45.05,1.5
2834jkoow,False,female,False,False,False,15,False,False,dsl,True,True,True,True,False,False,one year,False,mailed check,45.9,693.45,1.53
2834jrtua,True,male,False,False,False,71,True,True,fiber optic,True,False,True,True,True,True,two year,True,electronic check,108.05,7532.15,3.6
2834spcjv,True,male,False,True,False,52,True,False,fiber optic,True,False,False,False,True,False,month,False,electronic check,84.1,4348.65,2.8
2839rfsqe,True,female,False,False,False,2,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.65,38.7,0.69
2840xanrc,True,male,True,True,False,24,True,False,fiber optic,False,False,True,False,True,True,month,True,electronic check,93.15,2231.05,3.1
2842bcqge,False,male,False,False,False,43,True,True,fiber optic,False,False,False,False,False,False,month,True,credit card automatic,75.35,3161.4,2.51
2842jtccu,True,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month,False,bank transfer automatic,46.05,80.35,1.53
2843cqmeg,False,male,False,False,False,24,True,False,dsl,False,True,False,False,False,False,month,True,mailed check,49.7,1218.25,1.66
2845afftx,True,male,True,True,False,41,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,99.8,4259.3,3.33
2845hsjcy,True,female,False,True,True,14,True,True,fiber optic,False,False,True,False,False,True,month,True,electronic check,87.25,1258.6,2.91
2845kdhvx,False,female,False,True,False,64,True,False,dsl,False,True,True,True,False,True,two year,True,mailed check,68.3,4378.8,2.28
2848yxsmw,False,male,False,True,True,72,True,False,no,False,False,False,False,False,False,two year,False,credit card automatic,19.4,1363.25,0.65
2851mmutz,False,female,False,False,False,27,True,False,dsl,False,True,False,True,False,False,month,True,mailed check,56.15,1439.35,1.87
2851sterv,False,male,True,False,False,35,True,False,dsl,False,False,True,True,True,True,one year,True,electronic check,73.0,2471.25,2.43
2853cwqfq,False,male,False,False,True,1,True,False,dsl,False,False,False,True,False,True,month,True,mailed check,59.55,59.55,1.99
2855qowgp,False,male,False,False,True,34,True,True,fiber optic,True,True,False,False,True,True,one year,True,electronic check,103.8,3470.8,3.46
2856hyapg,True,female,False,False,False,1,True,False,fiber optic,False,False,False,False,False,False,month,False,electronic check,68.65,68.65,2.29
2856nnasm,True,male,True,False,False,43,True,False,fiber optic,False,False,False,False,True,True,month,True,mailed check,89.55,3856.75,2.98
2858eimxh,False,female,True,True,False,53,True,True,fiber optic,False,False,False,False,True,True,one year,True,credit card automatic,95.85,5016.25,3.19
2858mofsq,True,female,False,False,True,17,True,True,dsl,False,False,True,False,False,False,one year,True,mailed check,55.85,937.5,1.86
2860ranus,True,female,True,False,False,20,True,True,fiber optic,False,False,False,False,False,True,month,True,credit card automatic,85.8,1727.5,2.86
2862jveoy,False,male,False,False,False,6,True,False,no,False,False,False,False,False,False,one year,False,mailed check,19.15,124.4,0.64
2862pfnik,False,male,False,False,True,1,False,False,dsl,False,False,False,False,False,False,month,True,electronic check,24.7,24.7,0.82
2863imqdr,False,female,False,False,False,61,True,True,dsl,True,True,True,True,True,True,two year,False,electronic check,89.65,5308.7,2.99
2865tchjw,True,female,True,False,False,4,True,True,fiber optic,False,False,True,False,True,False,month,True,electronic check,89.2,346.2,2.97
2866ikbtm,False,female,False,False,False,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,19.55,19.55,0.65
2867uimss,True,male,False,False,False,1,True,False,fiber optic,False,False,False,False,False,True,month,False,electronic check,80.5,80.5,2.68
2868llskm,False,female,False,True,True,68,True,True,fiber optic,False,True,False,True,False,False,one year,True,bank transfer automatic,83.65,5733.4,2.79
2868mzagq,True,male,False,False,False,1,True,False,fiber optic,False,False,False,False,False,True,month,True,electronic check,79.25,79.25,2.64
2868snelz,True,female,False,False,False,2,True,True,fiber optic,False,False,True,False,False,False,month,False,mailed check,80.6,155.8,2.69
2869adawr,True,female,False,False,False,45,True,True,fiber optic,False,True,False,False,True,False,month,True,credit card automatic,89.3,4016.85,2.98
2873zliwt,True,female,False,True,True,40,True,True,fiber optic,False,False,True,True,False,False,month,True,electronic check,84.85,3303.05,2.83
2874yxvva,False,female,False,False,False,34,True,False,fiber optic,False,True,True,True,True,True,month,True,electronic check,105.1,3634.8,3.5
2876gzyzc,False,female,False,False,False,13,True,True,fiber optic,False,False,False,False,False,True,month,True,electronic check,85.95,1215.65,2.87
2876vbbbl,True,female,False,False,False,1,True,False,no,False,False,False,False,False,False,month,True,mailed check,20.25,20.25,0.68
2877vduer,False,female,False,True,True,35,False,False,dsl,False,False,False,True,True,False,one year,False,mailed check,40.9,1383.6,1.36
2878dhmin,False,male,False,True,True,35,True,False,no,False,False,False,False,False,False,one year,False,electronic check,19.9,666.0,0.66
2878rmwxy,False,male,True,True,False,72,True,True,fiber optic,True,True,True,False,False,True,two year,True,credit card automatic,102.65,7550.3,3.42
2880fpnae,False,male,True,True,False,2,True,False,fiber optic,False,False,True,False,False,False,month,True,electronic check,74.2,140.1,2.47
2882ddzpg,False,female,False,False,False,12,True,False,no,False,False,False,False,False,False,month,False,bank transfer automatic,19.45,227.45,0.65
2882wdtba,False,male,False,True,True,69,True,False,dsl,True,True,True,True,True,False,two year,True,bank transfer automatic,75.75,5388.15,2.52
2883ilgwo,False,male,True,False,False,57,True,True,fiber optic,False,True,False,True,True,True,month,True,bank transfer automatic,104.9,5913.95,3.5
2884gbpfb,True,female,False,True,False,35,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,70.3,2416.55,2.34
2885hijdh,False,male,False,True,True,69,True,True,dsl,True,False,True,True,True,True,two year,False,bank transfer automatic,86.9,6194.1,2.9
2886kefum,True,female,False,True,False,63,True,True,fiber optic,False,True,True,False,True,True,one year,True,electronic check,107.5,6873.75,3.58
2887jpylu,False,female,False,False,True,41,True,False,dsl,False,False,False,False,False,False,month,False,bank transfer automatic,45.2,1841.9,1.51
2888adfao,False,female,False,True,True,47,True,False,no,False,False,False,False,False,False,two year,True,bank transfer automatic,21.3,1041.8,0.71
2889fpwrm,True,male,False,True,False,72,True,True,fiber optic,True,True,True,True,True,True,one year,True,bank transfer automatic,117.8,8684.8,3.93
2890wfbhu,False,female,False,False,False,59,True,True,dsl,True,True,True,True,False,True,one year,False,credit card automatic,79.85,4786.1,2.66
2892gesul,False,female,False,True,True,18,True,False,no,False,False,False,False,False,False,two year,False,mailed check,19.35,309.25,0.65
2894qojrx,True,female,False,True,False,25,False,False,dsl,False,False,False,False,True,False,month,True,bank transfer automatic,34.0,853.0,1.13
2896tbnbe,False,male,False,True,False,40,True,False,fiber optic,False,True,True,False,False,False,one year,False,electronic check,80.8,3132.75,2.69
2897dovnd,False,male,False,False,False,2,True,False,fiber optic,False,False,False,False,False,False,month,True,electronic check,69.8,146.65,2.33
2898lsjgd,True,female,False,True,True,21,False,False,dsl,True,False,True,False,True,True,one year,True,electronic check,55.95,1157.05,1.86
2898mrkpi,False,male,False,True,True,68,True,True,fiber optic,False,True,False,False,True,True,one year,True,credit card automatic,101.05,6770.5,3.37
2900phpln,False,female,True,True,False,70,True,False,no,False,False,False,False,False,False,two year,True,credit card automatic,19.55,1462.05,0.65
2903yytbw,False,male,False,True,True,1,True,False,dsl,False,False,False,False,False,False,month,False,electronic check,44.55,44.55,1.49
2904gguaz,False,female,False,True,False,72,True,True,fiber optic,True,True,False,False,False,False,two year,True,bank transfer automatic,84.05,6052.25,2.8
2905kfquv,False,female,False,True,False,2,True,False,fiber optic,False,False,False,False,False,False,month,True,credit card automatic,70.4,154.8,2.35
2907iljbn,False,female,False,True,True,11,True,False,no,False,False,False,False,False,False,one year,False,mailed check,20.6,233.9,0.69
2908wgaxl,False,female,False,True,True,56,True,True,no,False,False,False,False,False,False,two year,True,credit card automatic,24.95,1468.9,0.83
2908ztpnf,False,female,False,False,False,36,False,False,dsl,False,True,False,True,False,False,month,True,bank transfer automatic,34.85,1267.2,1.16
2911ijorq,False,male,False,False,False,37,True,True,dsl,True,True,True,True,True,True,one year,True,bank transfer automatic,90.6,3358.65,3.02
2911urefd,True,female,False,True,False,39,False,False,dsl,True,False,True,False,True,True,month,False,electronic check,55.9,2184.35,1.86
2911wdxmv,False,male,False,False,True,18,True,True,fiber optic,False,False,True,False,False,False,month,True,credit card automatic,80.55,1406.65,2.69
2916bqzln,False,male,False,False,False,19,True,True,fiber optic,True,False,True,False,False,False,month,True,electronic check,84.75,1651.95,2.83
2919hbcjo,True,female,False,False,False,4,True,False,fiber optic,False,True,False,False,False,False,month,True,bank transfer automatic,76.65,333.6,2.56
2920rncez,False,male,False,True,True,1,True,False,fiber optic,False,False,False,False,False,False,month,True,credit card automatic,69.95,69.95,2.33
2921xwdjh,False,female,True,True,False,38,True,False,fiber optic,True,False,False,False,False,True,month,True,electronic check,83.45,3147.15,2.78
2923arzlg,False,male,False,True,True,0,True,False,no,False,False,False,False,False,False,one year,True,mailed check,19.7,0.0,0.66
2924khuvi,False,male,False,True,False,56,True,True,fiber optic,True,False,False,False,True,True,one year,True,electronic check,100.55,5514.95,3.35
2925mxlsx,False,female,False,False,False,30,True,True,dsl,False,True,True,False,True,False,one year,True,credit card automatic,68.95,2038.7,2.3
2925vdzhy,False,male,False,True,True,72,True,True,dsl,True,True,True,True,True,True,two year,False,credit card automatic,88.7,6501.35,2.96
2926jejjc,False,female,False,False,False,8,True,False,no,False,False,False,False,False,False,one year,True,bank transfer automatic,20.2,140.95,0.67
2927cvult,False,female,False,True,True,53,True,True,fiber optic,True,True,True,True,False,True,two year,True,bank transfer automatic,104.05,5566.4,3.47
2927qrrqv,False,male,False,True,False,46,True,True,fiber optic,False,True,True,False,True,False,one year,True,electronic check,94.65,4312.5,3.15
2928hldba,False,female,False,False,False,6,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.7,112.75,0.69
2929ercfz,True,female,False,True,True,8,True,False,fiber optic,False,False,True,False,True,True,month,True,electronic check,94.2,777.3,3.14
2929qnsrw,True,female,False,True,False,56,True,True,fiber optic,False,True,False,False,True,True,one year,True,electronic check,98.25,5508.35,3.27
2930uotmb,True,female,False,False,False,31,True,True,dsl,True,False,True,True,False,False,month,False,credit card automatic,65.25,1994.3,2.17
2931fsohn,False,male,True,False,False,13,True,False,dsl,False,True,False,False,True,False,month,True,electronic check,59.9,788.35,2.0
2931svltv,False,male,False,True,True,40,True,True,fiber optic,True,True,False,True,True,True,month,True,credit card automatic,110.1,4469.1,3.67
2931vuvjn,False,female,True,True,False,59,True,True,fiber optic,True,True,True,True,False,False,one year,True,electronic check,94.05,5483.9,3.13
2931xiqbr,False,female,False,True,True,50,True,False,fiber optic,False,False,True,True,True,True,one year,False,mailed check,103.05,5153.5,3.44
2933filnv,True,female,False,True,True,2,False,False,dsl,False,False,False,False,False,False,month,True,mailed check,24.4,36.55,0.81
2933xeujm,False,female,False,False,False,46,True,True,dsl,True,False,True,False,True,True,two year,False,mailed check,79.2,3593.8,2.64
2937fthur,False,female,False,False,True,18,True,True,dsl,True,False,False,False,False,True,month,False,electronic check,64.8,1166.7,2.16
2946kiqsp,False,female,False,False,False,35,False,False,dsl,False,False,True,True,False,False,month,True,mailed check,33.45,1175.85,1.11
2947domlj,True,male,False,False,True,1,True,False,dsl,True,False,False,False,False,False,month,False,mailed check,50.6,50.6,1.69
2951qoqtk,True,male,False,False,True,4,True,True,fiber optic,False,False,False,True,False,False,month,False,credit card automatic,80.8,332.45,2.69
2952qayzf,True,male,False,False,False,5,True,True,fiber optic,False,True,True,False,False,False,month,True,electronic check,85.3,424.15,2.84
2954pibko,False,female,False,True,True,69,True,True,dsl,True,False,True,True,False,False,two year,True,credit card automatic,64.15,4254.1,2.14
2955bjzhg,True,male,False,True,True,17,True,False,fiber optic,False,False,False,False,True,False,month,False,electronic check,80.85,1400.85,2.69
2955psxoe,True,female,False,False,False,1,True,False,no,False,False,False,False,False,False,month,True,bank transfer automatic,20.2,20.2,0.67
2956ggucq,True,male,True,True,False,24,True,True,fiber optic,True,False,False,False,False,False,month,True,electronic check,78.85,1772.25,2.63
2956mhlsx,False,male,False,False,False,1,True,False,dsl,False,True,False,False,False,False,month,False,electronic check,50.8,50.8,1.69
2957jirmn,False,female,True,False,False,62,True,True,fiber optic,False,False,False,False,True,False,one year,False,electronic check,84.45,4959.15,2.81
2957lolho,True,male,False,False,False,12,True,False,dsl,False,False,False,False,False,False,month,True,bank transfer automatic,45.4,518.9,1.51
2958nhpps,False,male,False,False,False,23,True,False,no,False,False,False,False,False,False,month,False,electronic check,20.85,473.9,0.7
2959eexwb,False,female,False,True,True,45,False,False,dsl,True,False,False,False,True,True,month,True,bank transfer automatic,50.9,2333.85,1.7
2959fenlu,False,female,False,False,False,9,True,False,fiber optic,False,False,True,False,False,True,month,True,credit card automatic,85.3,781.4,2.84
2959mjhic,True,male,False,True,False,4,True,False,fiber optic,False,False,False,False,True,False,month,True,electronic check,80.35,307.4,2.68
2960nkrso,False,male,False,False,False,24,True,False,fiber optic,False,True,True,True,False,False,month,True,electronic check,85.95,2107.15,2.87
2961vnfkl,False,female,False,True,False,71,True,True,no,False,False,False,False,False,False,two year,True,credit card automatic,25.95,1801.9,0.86
2962xpmcq,True,male,False,False,False,2,True,False,dsl,False,False,False,False,False,False,month,True,electronic check,45.15,98.5,1.5
2967mxrav,False,male,False,True,True,1,True,False,no,False,False,False,False,False,False,one year,False,mailed check,18.8,18.8,0.63
2968ssgaa,True,female,False,False,False,10,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,100.6,1060.2,3.35
2969qwubz,False,female,False,False,False,2,False,False,dsl,False,True,False,False,True,True,month,False,electronic check,51.4,96.8,1.71
2969vapyh,False,female,False,False,False,67,True,False,dsl,True,True,False,True,False,False,one year,False,credit card automatic,60.5,3870.0,2.02
2969wghqo,False,female,False,True,True,7,True,False,dsl,True,True,True,False,True,False,one year,False,electronic check,69.45,477.05,2.31
2971sgafl,False,female,False,False,False,13,True,True,dsl,True,False,True,False,True,True,month,True,electronic check,78.75,995.35,2.62
2972ydyuw,False,female,False,False,False,57,True,True,fiber optic,False,True,False,True,False,True,one year,False,electronic check,94.7,5468.95,3.16
2974gguxs,False,female,True,True,False,36,True,True,fiber optic,False,True,False,False,True,False,month,True,credit card automatic,91.95,3301.05,3.06
2977cebsx,False,female,False,False,False,66,True,True,dsl,True,True,True,True,True,True,two year,True,credit card automatic,90.05,5965.95,3.0
2978xxsog,False,female,False,False,False,22,True,True,dsl,True,False,False,True,False,False,month,True,mailed check,59.05,1253.5,1.97
2979sxese,True,female,False,True,True,17,True,True,fiber optic,True,False,True,False,True,False,month,False,electronic check,94.4,1607.2,3.15
2982ihmft,True,female,True,False,False,1,True,True,fiber optic,False,False,False,False,False,False,month,True,mailed check,74.45,74.45,2.48
2982vpsgi,True,female,False,True,False,11,True,True,fiber optic,False,False,False,False,True,True,month,True,electronic check,94.0,1078.9,3.13
2983zanrp,True,female,False,True,True,2,True,False,fiber optic,False,True,False,False,False,False,month,True,bank transfer automatic,73.55,145.4,2.45
2984afwnc,False,female,False,False,False,3,True,False,fiber optic,False,True,False,False,True,True,month,False,electronic check,95.4,293.15,3.18
2984miizl,True,male,False,False,False,4,True,False,fiber optic,False,False,True,False,False,False,month,True,bank transfer automatic,74.8,321.9,2.49
2984rgeya,False,female,False,True,True,69,True,False,no,False,False,False,False,False,False,two year,False,bank transfer automatic,19.75,1375.4,0.66
2984tbyku,False,male,False,True,True,72,True,True,fiber optic,True,True,True,True,False,True,two year,True,credit card automatic,104.9,7732.65,3.5
2985fmwyf,False,female,False,False,False,23,True,True,fiber optic,False,False,False,False,True,True,month,True,electronic check,93.5,2341.55,3.12
2985juubz,False,male,False,True,True,40,True,True,dsl,False,False,True,False,True,True,month,True,electronic check,74.55,3015.75,2.48
2987bjxik,False,female,False,False,False,70,True,True,dsl,True,True,True,False,True,True,two year,False,mailed check,84.7,5991.05,2.82
2988gbivw,False,female,True,True,False,70,True,True,fiber optic,True,False,False,False,False,True,month,True,electronic check,90.85,6470.1,3.03
2988plahs,False,female,False,False,False,3,True,False,dsl,False,False,True,False,True,True,one year,True,electronic check,69.95,220.45,2.33
2988qrajy,False,male,False,False,False,69,True,True,fiber optic,True,True,True,False,True,True,two year,True,credit card automatic,110.05,7430.75,3.67
2990hwiml,True,female,False,False,False,6,True,False,fiber optic,False,False,False,False,True,True,month,True,electronic check,89.5,573.3,2.98
2990iajsv,False,male,False,False,False,72,True,True,dsl,True,True,True,True,True,True,two year,False,bank transfer automatic,92.0,6632.75,3.07
2990ogytd,False,female,False,True,False,67,True,True,dsl,False,True,True,True,True,True,two year,False,bank transfer automatic,86.15,5883.85,2.87
2991okaxw,False,male,False,False,False,44,False,False,dsl,False,True,True,False,True,True,one year,True,mailed check,53.95,2375.4,1.8
2995uprys,True,female,True,True,False,40,True,False,fiber optic,False,True,False,True,True,True,one year,True,credit card automatic,99.2,4062.2,3.31
2995ywtcd,False,female,False,True,True,19,True,True,no,False,False,False,False,False,False,two year,True,bank transfer automatic,24.9,467.7,0.83
2996xauvf,False,male,False,False,False,70,False,False,dsl,False,False,False,True,False,True,two year,True,mailed check,40.05,2799.75,1.33
2999aanrq,False,female,False,False,False,21,True,False,dsl,True,True,False,True,True,False,two year,False,credit card automatic,71.05,1524.85,2.37
3001cbhlq,True,male,True,True,False,32,True,True,fiber optic,False,False,True,True,True,True,month,True,electronic check,104.9,3351.55,3.5
3001unbtl,False,male,True,True,True,29,True,True,fiber optic,False,False,True,False,True,True,month,True,electronic check,103.95,2964.8,3.47
3002wqzwt,False,female,False,False,False,29,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,74.2,1993.25,2.47
3003cmduu,False,female,False,True,False,25,True,False,fiber optic,False,False,False,True,True,True,month,True,electronic check,95.15,2395.7,3.17
3005nfmta,True,male,True,False,False,55,True,True,fiber optic,True,False,False,False,True,True,month,True,electronic check,98.8,5617.75,3.29
3005tyfrd,False,female,False,True,False,55,True,True,fiber optic,False,True,True,False,True,True,month,True,credit card automatic,103.65,5676.65,3.46
3006ximln,True,female,False,False,True,2,True,True,fiber optic,False,False,False,False,True,True,month,True,bank transfer automatic,94.2,193.8,3.14
3007fdpea,False,female,False,False,False,2,True,False,no,False,False,False,False,False,False,month,True,bank transfer automatic,20.7,39.85,0.69
3007kyunz,False,female,False,True,True,19,True,True,no,False,False,False,False,False,False,two year,False,mailed check,25.6,485.9,0.85
3009jwmpu,True,male,False,False,False,62,True,True,fiber optic,False,False,True,False,True,True,one year,True,electronic check,96.75,6125.4,3.23
3011wqksz,False,male,False,False,True,19,True,False,no,False,False,False,False,False,False,month,True,electronic check,20.0,377.55,0.67
3012oalwm,False,male,False,False,False,9,True,False,fiber optic,True,False,False,False,False,False,month,False,electronic check,75.6,661.55,2.52
3012vffmn,False,female,False,True,True,7,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.65,158.95,0.69
3014wjksm,False,male,False,True,False,29,True,False,fiber optic,False,False,True,False,False,False,month,True,credit card automatic,75.3,2263.4,2.51
3016ksvcp,False,male,False,True,False,29,False,False,dsl,False,False,False,False,True,False,month,False,mailed check,33.75,1009.25,1.12
3018dzhfe,False,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,19.55,19.55,0.65
3018tftsu,True,male,False,False,False,12,True,False,fiber optic,True,False,True,False,False,False,month,False,bank transfer automatic,81.7,858.6,2.72
3021vlnrj,False,female,False,False,True,50,True,False,dsl,True,False,True,True,True,False,one year,True,credit card automatic,70.8,3478.15,2.36
3022bexhz,False,male,False,True,True,67,True,True,fiber optic,False,True,True,True,True,True,two year,True,bank transfer automatic,111.2,7530.8,3.71
3023gflbr,True,female,False,True,True,33,True,True,fiber optic,False,False,False,False,False,True,month,False,credit card automatic,86.15,2745.7,2.87
3026atzyv,False,female,False,True,True,37,True,False,dsl,True,True,False,False,True,True,one year,False,bank transfer automatic,75.1,2658.8,2.5
3027ynwzu,False,female,False,True,False,64,True,True,no,False,False,False,False,False,False,two year,False,credit card automatic,25.0,1584.8,0.83
3027ztdho,True,male,False,False,False,1,True,False,fiber optic,False,False,False,False,True,True,month,True,electronic check,89.9,89.9,3.0
3030ydnrm,False,male,False,False,False,8,True,True,fiber optic,False,False,False,False,False,False,month,True,electronic check,74.85,572.45,2.5
3030yzadt,True,male,False,False,False,9,True,False,dsl,False,False,False,False,False,False,month,False,mailed check,44.95,431.0,1.5
3030zkiwl,False,male,False,False,False,1,True,False,no,False,False,False,False,False,False,month,False,mailed check,20.05,20.05,0.67
3034zbeqn,True,female,False,True,False,48,False,False,dsl,False,True,True,False,False,False,one year,False,mailed check,34.7,1604.5,1.16
3038pqiuy,False,female,False,False,False,38,True,True,dsl,True,True,True,False,False,False,month,True,bank transfer automatic,66.15,2522.4,2.21
3039mjsln,False,male,False,False,True,3,True,False,no,False,False,False,False,False,False,month,False,bank transfer automatic,20.2,50.6,0.67
3043sudua,False,female,False,False,False,32,True,False,no,False,False,False,False,False,False,month,False,bank transfer automatic,19.9,601.55,0.66
3043tybno,False,male,False,False,False,3,True,False,dsl,False,False,False,True,False,True,month,False,mailed check,60.65,196.9,2.02
3045xetsh,True,female,False,False,False,10,True,True,fiber optic,False,True,True,False,False,True,month,True,electronic check,94.85,953.45,3.16
3049ndxfl,True,female,False,False,False,1,True,True,fiber optic,False,False,False,False,False,True,month,False,mailed check,85.8,85.8,2.86
3049solay,True,female,False,True,False,3,True,True,fiber optic,False,False,False,False,True,True,month,True,electronic check,95.2,292.85,3.17
3050gbush,False,female,False,False,False,3,False,False,dsl,False,False,False,False,True,False,month,True,credit card automatic,34.8,113.95,1.16
3050rllxc,False,female,False,True,True,56,True,True,dsl,True,True,True,True,True,False,two year,False,credit card automatic,81.25,4620.4,2.71
3055mjdsb,False,male,False,False,False,9,False,False,dsl,False,False,False,False,False,False,month,True,mailed check,24.6,190.1,0.82
3055oymse,False,female,True,False,False,53,True,False,fiber optic,False,True,False,False,False,False,month,True,credit card automatic,73.8,4003.85,2.46
3055vtcgs,False,female,False,False,False,63,True,False,dsl,False,False,True,False,False,True,one year,False,credit card automatic,58.55,3503.5,1.95
3057vjjqe,False,male,False,False,False,35,True,True,dsl,True,False,False,False,False,False,two year,False,mailed check,55.25,1924.1,1.84
3058hjcuy,True,male,False,True,True,41,True,True,fiber optic,False,False,True,True,True,True,one year,True,electronic check,102.6,4213.35,3.42
